STATE,LATITUDE,LONGITUDE,SQMI,STUSAB,DATE,EVENT_CATG_S,STATEFP,SCORE,SHORT_DESCRIPT,GNISID
NORTH CAROLINA,35.52465604,-79.76543553,48718,NC,06/26/2020,15M,37,3.2,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1027616
NORTH CAROLINA,35.71674144,-79.98208938,48718,NC,07/31/2020,4R,37,3.25,"Restricting: Restaurants and Bars, Alcohol Curfew",1027616
NORTH CAROLINA,35.52465604,-79.76543553,48718,NC,09/01/2020,2E,37,3,"Easing: Non-Essential Businesses, Gyms (30%); Entertainment",1027616
NORTH CAROLINA,35.71674144,-79.98208938,48718,NC,09/01/2020,3E,37,3,"Easing: Indoor Gathering Limit, 25 people",1027616
NORTH CAROLINA,35.70075036,-79.5636058,48718,NC,10/02/2020,4E,37,2.95,Easing: Bar Outdoor Service Opens,1027616
NORTH CAROLINA,35.52465604,-79.76543553,48718,NC,11/13/2020,3R,37,2.95,"Restricting: Non-Essential Businesses, Personal Care; Entertainment",1027616
NORTH CAROLINA,35.71674144,-79.98208938,48718,NC,12/11/2020,2R,37,3.1,"Restricting: Indoor Gathering Limit, 10 people",1027616
NORTH CAROLINA,35.70075036,-79.5636058,48718,NC,12/11/2020,4R,37,3.1,Restricting: Restaurant and Bar Service Curfew,1027616
NORTH CAROLINA,35.52465604,-79.76543553,48718,NC,02/26/2021,2E,37,2.9,"Easing: Non-Essential Businesses, Gyms (50%); Entertainment (30%)",1027616
NORTH CAROLINA,35.71674144,-79.98208938,48718,NC,02/26/2021,4E,37,2.9,"Easing: Restaurant Indoor Service (50%), Bar Indoor Service (30%) ",1027616
NORTH CAROLINA,35.52465604,-79.76543553,48718,NC,03/26/2021,2E,37,2.1,"Easing: Non-Essential Businesses, Retail, Hair, Personal Care (100%); Gyms (75%); Entertainment (50%)",1027616
NORTH CAROLINA,35.70075036,-79.5636058,48718,NC,03/26/2021,3E,37,2.1,"Easing: Indoor Gathering Limit, 50 people",1027616
NORTH CAROLINA,35.3743276,-79.96177088,48718,NC,03/26/2021,4E,37,2.1,"Easing: Restaurant Indoor Service (75%), Outdoor (100%) and Bar Indoor & Outdoor Service (50%)",1027616
NORTH CAROLINA,35.52465604,-79.76543553,48718,NC,04/30/2021,15E ,37,1.85,"Lifting: Mask Mandate, Outdoor Spaces",1027616
NORTH CAROLINA,35.71674144,-79.98208938,48718,NC,04/30/2021,4E,37,1.85,Easing: Restaurant and Bar Alcohol Curfew Removal,1027616
NORTH CAROLINA,35.70075036,-79.5636058,48718,NC,05/14/2021,15L,37,0.25,"Lifting: Mask Mandate, Indoor Spaces",1027616
NORTH CAROLINA,35.3743276,-79.96177088,48718,NC,05/14/2021,2L,37,0.25,Lifting: All Non-Essential Businesses Restrictions,1027616
NORTH CAROLINA,35.96287758,-79.87240839,48718,NC,05/14/2021,3L,37,0.25,Lifting: Indoor Gathering Limit,1027616
NORTH CAROLINA,35.4080404,-79.50408708,48718,NC,07/15/2021,4L,37,0,Lifting: Restaurant & Bar Restrictions,1027616
NORTH DAKOTA,47.50347011,-99.7352401,68994,ND,03/20/2020,2SM,38,2,Closing: All Non-Essential Businesses,1779797
NORTH DAKOTA,47.40347011,-99.7352401,68994,ND,03/20/2020,4SM,38,2,Closing: Restaurants and Bars,1779797
NORTH DAKOTA,47.40347011,-99.7352401,68994,ND,05/01/2020,2E,38,1.35,"Easing: Non-Essential Businesses, Retail; Hair, Personal Care; Gyms; Entertainment",1779797
NORTH DAKOTA,47.63205909,-99.99306648,68994,ND,05/01/2020,3SM,38,1.35,"Restricting: Indoor Gathering Limit, 50 people",1779797
NORTH DAKOTA,47.53205909,-99.99306648,68994,ND,05/01/2020,4E,38,1.35,Easing: Restaurants and Bars Indoor Service (50%),1779797
NORTH DAKOTA,47.40347011,-99.7352401,68994,ND,05/15/2020,3E,38,0.95,"Easing: Indoor Gathering Limit, 250 people",1779797
NORTH DAKOTA,47.63205909,-99.99306648,68994,ND,05/29/2020,2E,38,0.95,"Easing: Non-Essential Businesses, Gyms; Entertainment",1779797
NORTH DAKOTA,47.61302909,-99.495055,68994,ND,05/29/2020,3E,38,0.8,"Easing: Indoor Gathering Limit, 500 people",1779797
NORTH DAKOTA,47.2245735,-99.96888668,68994,ND,05/29/2020,4E,38,0.8,Easing: Restaurant Indoor Service (75%),1779797
NORTH DAKOTA,47.40347011,-99.7352401,68994,ND,11/14/2020,15M,38,1.6,"Restricting: Mask Mandate, Indoor Spaces",1779797
NORTH DAKOTA,47.63205909,-99.99306648,68994,ND,11/16/2020,4R,38,1.65,"Restricting: Restaurants and Bars (50%), Service Curfew",1779797
NORTH DAKOTA,47.63205909,-99.99306648,68994,ND,01/08/2021,2E,38,1.65,Easing: Non-Essential Businesses; Entertainment,1779797
NORTH DAKOTA,47.40347011,-99.7352401,68994,ND,01/08/2021,4E,38,1.65,Easing: Restaurant Indoor Service (65%),1779797
NORTH DAKOTA,47.61302909,-99.495055,68994,ND,01/18/2021,15L,38,0,Lifting: Mask Mandate,1779797
NORTH DAKOTA,47.40347011,-99.7352401,68994,ND,01/18/2021,2L,38,0,Lifting: All Non-Essential Businesses,1779797
NORTH DAKOTA,47.63205909,-99.99306648,68994,ND,01/18/2021,4L,38,0,Lifting: Restaurant and Bar Restrictions,1779797
NORTH DAKOTA,47.528912,-99.784012,68994,ND,01/18/2021,3L,38,0,Lifting: Indoor Gathering Limit,1779797
OHIO,40.29213791,-82.72733932,40953,OH,03/22/2020,1SM,39,3.9,Restricting: Stay at Home Order,1085497
OHIO,40.69045309,-82.49981457,40953,OH,03/22/2020,2SM,39,3.9,Closing: All Non-Essential Businesses,1085497
OHIO,39.96133774,-82.75608067,40953,OH,03/22/2020,3SM,39,3.9,"Restricting: Indoor Gathering Limit, 10 people",1085497
OHIO,40.66541201,-82.25816579,40953,OH,03/22/2020,4SM,39,3.9,Closing: Restaurants and Bars,1085497
OHIO,40.46825135,-82.92597833,40953,OH,05/04/2020,2E,39,3.85,Easing: Non-Essential Businesses,1085497
OHIO,40.45358993,-82.5422918,40953,OH,05/12/2020,2E,39,3.7,"Easing: Non-Essential Businesses, Retail",1085497
OHIO,40.15430933,-82.90734932,40953,OH,05/15/2020,2E,39,3.45,"Easing: Non-Essential Businesses, Hair Salons and Personal Care",1085497
OHIO,40.34840832,-83.13659841,40953,OH,05/15/2020,4E,39,3.45,Easing: Restaurants and Bars (Outdoor Dining/Service Only),1085497
OHIO,40.69045309,-82.49981457,40953,OH,05/21/2020,4E,39,2.9,Easing: Restaurant Indoor Service (~50%) and Bar Indoor Service (~25%),1085497
OHIO,40.69392119,-82.82541735,40953,OH,05/26/2020,2E,39,2.8,"Easing: Non-Essential Businesses, Gyms",1085497
OHIO,40.29213791,-82.72733932,40953,OH,05/29/2020,1L,39,1.8,Lifting: Stay at Home Order,1085497
OHIO,40.1852189,-82.48772207,40953,OH,06/10/2020,2E,39,1.7,"Easing: Non-Essential Businesses, Entertainment",1085497
OHIO,40.29213791,-82.72733932,40953,OH,07/23/2020,15M,39,2.7,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1085497
OHIO,40.45358993,-82.5422918,40953,OH,07/31/2020,4R,39,2.75,"Restricting: Restaurants and Bars, Alcohol Curfew",1085497
OHIO,40.29213791,-82.72733932,40953,OH,09/24/2020,4E,39,2.5,Easing: Restaurant and Bar Indoor Service (100%),1085497
OHIO,40.46825135,-82.92597833,40953,OH,10/09/2020,2E,39,2.4,"Easing: Non-Essential Businesses, Hair Salons and Personal Care (100%)",1085497
OHIO,40.29213791,-82.72733932,40953,OH,02/11/2021,4E,39,2.4,Easing: Restaurant and Bar Indoor Service (Self-Service Food),1085497
OHIO,40.29213791,-82.72733932,40953,OH,03/02/2021,2R,39,2.45,"Restricting: Non-Essential Businesses, Entertainment",1085497
OHIO,40.46825135,-82.92597833,40953,OH,03/15/2021,2E,39,2.15,Easing: All Non-Essential Businesses (100%),1085497
OHIO,40.29213791,-82.72733932,40953,OH,05/14/2021,15L,39,1.65,"Easing: Mask Mandate, Vaccinated Individuals ",1085497
OKLAHOMA,35.64926685,-96.64062039,68679,OK,03/24/2020,2SM,40,2.9,Closing: All Non-Essential Businesses,1102857
OKLAHOMA,35.26169905,-97.11336916,68679,OK,03/24/2020,3SM,40,2.9,"Restricting: Indoor Gathering Limit, 10 people",1102857
OKLAHOMA,35.96049537,-97.00726743,68679,OK,03/24/2020,4SM,40,2.9,Closing: Restaurants and Bars,1102857
OKLAHOMA,35.44018679,-96.88025656,68679,OK,04/24/2020,2E,40,2.7,"Easing: Non-Essential Businesses, Hair Salons and Personal Care",1102857
OKLAHOMA,35.66825336,-97.13749371,68679,OK,05/01/2020,2E,40,2,"Easing: Non-Essential Businesses, Gyms; Entertainment",1102857
OKLAHOMA,35.96049537,-97.00726743,68679,OK,05/01/2020,4E,40,2,Easing: Restaurant Indoor Service (~50%),1102857
OKLAHOMA,35.96049537,-97.00726743,68679,OK,05/06/2020,3L,40,1.1,"Lifting: Indoor Gathering Limit, 10 People",1102857
OKLAHOMA,35.64926685,-96.64062039,68679,OK,05/15/2020,2E,40,0.85,"Easing: Non-Essential Businesses, Entertainment",1102857
OKLAHOMA,35.81926685,-96.94062039,68679,OK,05/15/2020,4E,40,0.85,Easing: Bar Indoor Service (Limited Standing) (~50%),1102857
OKLAHOMA,35.26169905,-97.11336916,68679,OK,06/01/2020,2E,40,0.75,"Easing: Non-Essential Businesses, Retail",1102857
OKLAHOMA,35.44018679,-96.88025656,68679,OK,11/16/2020,4R,40,0.8,Restricting: Restaurant and Bar Service Curfew,1102857
OKLAHOMA,35.66825336,-97.13749371,68679,OK,01/14/2021,4E,40,0.75,"Easing: Restaurants and Bars, Service Curfew Removal",1102857
OREGON,44.42404907,-122.0134064,96003,OR,03/12/2020,3SM,41,0.9,"Restricting: Indoor Gathering Limit, 10 people",1155107
OREGON,45.03921376,-122.1635723,96003,OR,03/16/2020,4SM,41,1.9,Closing: Restaurants and Bars,1155107
OREGON,44.26034689,-121.6465318,96003,OR,03/23/2020,1SM,41,3.9,Restricting: Stay at Home Order,1155107
OREGON,43.91756562,-122.0574119,96003,OR,03/23/2020,2SM,41,3.9,Closing: All Non-Essential Businesses,1155107
OREGON,44.42404907,-122.0134064,96003,OR,05/15/2020,2E,41,3.05,"Easing: Non-Essential Businesses, Retail; Hair, Personal Care; Gyms",1155107
OREGON,44.67124597,-121.7300828,96003,OR,05/15/2020,3E,41,3.05,"Easing: Indoor Gathering Limit, 25 people",1155107
OREGON,45.03921376,-122.1635723,96003,OR,05/15/2020,4E,41,3.05,"Easing: Restaurant and Bar Indoor Service, Alcohol Curfew (~25%)",1155107
OREGON,44.69369387,-122.3175398,96003,OR,06/05/2020,2E,41,2.75,"Easing: Non-Essential Businesses, Entertainment",1155107
OREGON,44.21302168,-122.2890172,96003,OR,06/05/2020,3E,41,2.75,"Easing: Indoor Gathering Limit, 50 people",1155107
OREGON,44.42404907,-122.0134064,96003,OR,07/01/2020,15M,41,3.55,"Restricting: Mask Mandate, Indoor Spaces",1155107
OREGON,44.67124597,-121.7300828,96003,OR,07/15/2020,15M,41,4.15,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1155107
OREGON,44.69369387,-122.3175398,96003,OR,07/15/2020,3R,41,4.15,"Restricting: Indoor Gathering Limit, 10 people",1155107
OREGON,45.03921376,-122.1635723,96003,OR,07/24/2020,4R,41,4.15,"Restricting: Restaurants and Bars, Alcohol Curfew Extended",1155107
OREGON,44.42404907,-122.0134064,96003,OR,11/18/2020,2R,41,4.65,"Restricting: Non-Essential Businesses, Retail (75%); Closing: Gyms and Entertainment",1155107
OREGON,44.69369387,-122.3175398,96003,OR,11/18/2020,3R,41,4.65,"Restricting: Indoor Gathering Limit, 5 people",1155107
OREGON,44.67124597,-121.7300828,96003,OR,11/18/2020,4R,41,4.65,Closing: Restaurants and Bars,1155107
OREGON,44.77124597,-121.7400828,96003,OR,12/02/2020,4E,41,4.6,Easing: Restaurant Outdoor Service Opens,1155107
OREGON,44.87124597,-121.7500828,96003,OR,02/26/2021,2E,41,4.25,"Easing: Non-Essential Businesses, Gyms; Entertainment (25%)",1155107
OREGON,44.97124597,-121.7600828,96003,OR,02/26/2021,4E,41,4.25,"Easing: Restaurant Indoor Service (25%), Service Curfew",1155107
OREGON,44.42404907,-122.0134064,96003,OR,03/12/2021,2E,41,3.65,"Easing: Non-Essential Businesses, Retail (75%); Hair, Personal Care (100%); Gyms, Entertainment (50%)",1155107
OREGON,44.69369387,-122.3175398,96003,OR,03/12/2021,3E,41,3.65,"Easing: Indoor Gathering Limit, 10 people",1155107
OREGON,44.67124597,-121.7300828,96003,OR,03/12/2021,4E,41,3.65,Easing: Restaurants and Bars Indoor Service (50%),1155107
OREGON,45.03921376,-122.1635723,96003,OR,03/26/2021,3R,41,3.65,"Restricting: Indoor Gathering Limit, 8 people",1155107
OREGON,44.42404907,-122.0134064,96003,OR,04/03/2021,2R,41,4,"Restricting: Non-Essential Businesses, Retail (50%); Hair, Personal Care (100%); Gyms, Entertainment (25%)",1155107
OREGON,44.69369387,-122.3175398,96003,OR,04/03/2021,3R,41,4,"Restricting: Indoor Gathering Limit, 6 people",1155107
OREGON,44.67124597,-121.7300828,96003,OR,04/03/2021,4R,41,4,Restricting: Restaurants and Bars (25%),1155107
OREGON,44.21302168,-122.2890172,96003,OR,04/18/2021,2R,41,4,"Restricting: Non-Essential Businesses, Retail, Gyms",1155107
OREGON,44.572021,-122.070938,96003,OR,05/13/2021,15E,41,3.5,"Easing: Mask Mandate, Required for Unvaccinated Individuals only",1155107
OREGON,44.572021,-122.070938,96003,OR,06/03/2021,2E,41,3.25,"Easing: Non-Essential Businesses, Gyms and Entertainment (50%)",1155107
OREGON,44.572021,-122.070938,96003,OR,06/03/2021,4E,41,3.25,Easing: Restaurant and Bar Indoor Service (50%),1155107
PENNSYLVANIA,40.48964695,-77.17044528,44820,PA,03/16/2020,4SM,42,1,Closing: Restaurants and Bars,1779798
PENNSYLVANIA,40.67388764,-77.37825106,44820,PA,03/18/2020,3SM,42,1.75,"Restricting: Indoor Gathering Limit, 25 people",1779798
PENNSYLVANIA,40.65854963,-76.97685822,44820,PA,03/20/2020,2SM,42,2.75,Closing: All Non-Essential Businesses,1779798
PENNSYLVANIA,40.34545787,-77.35876235,44820,PA,04/01/2020,1SM,42,3.75,Restricting: Stay at Home Order,1779798
PENNSYLVANIA,40.67388764,-77.37825106,44820,PA,05/08/2020,2E,42,3.65,"Easing: Non-Essential Businesses, Retail",1779798
PENNSYLVANIA,40.65854963,-76.97685822,44820,PA,05/15/2020,2E,42,3.6,"Easing: Non-Essential Businesses, Retail",1779798
PENNSYLVANIA,40.34545787,-77.35876235,44820,PA,05/22/2020,2E,42,3.55,"Easing: Non-Essential Businesses, Retail",1779798
PENNSYLVANIA,40.90997166,-77.2730494,44820,PA,05/29/2020,2E,42,3.25,Easing: Non-Essential Businesses: Personal Care; Hair; Gyms; Entertainment (50%),1779798
PENNSYLVANIA,40.48964695,-77.17044528,44820,PA,06/04/2020,1L,42,2.25,Lifting: Stay at Home Order,1779798
PENNSYLVANIA,40.54851412,-77.5985908,44820,PA,06/12/2020,2E,42,0.85,Easing: Non-Essential Businesses,1779798
PENNSYLVANIA,40.90634351,-76.93242075,44820,PA,06/12/2020,3E,42,0.85,"Easing: Indoor Gathering Limit, 250 people",1779798
PENNSYLVANIA,40.14358107,-77.20051299,44820,PA,06/12/2020,4E,42,0.85,Easing: Restaurants and Bars Indoor Service (50%),1779798
PENNSYLVANIA,40.48964695,-77.17044528,44820,PA,07/01/2020,15M,42,1.85,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1779798
PENNSYLVANIA,40.67388764,-77.37825106,44820,PA,07/16/2020,2R,42,2.75,"Restricting: Non-Essential Businesses, Gyms",1779798
PENNSYLVANIA,40.65854963,-76.97685822,44820,PA,07/16/2020,3R,42,2.75,"Restricting: Indoor Gathering Limit, 25 people",1779798
PENNSYLVANIA,40.34545787,-77.35876235,44820,PA,07/16/2020,4R,42,2.75,Restricting: Restaurants and Bars (Sit Down Dining Only) (25%),1779798
PENNSYLVANIA,40.48964695,-77.17044528,44820,PA,09/21/2020,4E,42,2.65,Easing: Restaurants (50%),1779798
PENNSYLVANIA,40.67388764,-77.37825106,44820,PA,10/15/2020,2E,42,2.65,Easing: Non-Essential Businesses: Hair and Personal care,1779798
PENNSYLVANIA,40.48964695,-77.17044528,44820,PA,11/25/2020,4R,42,2.7,"Restricting: Restaurants and Bars, Alcohol Curfew",1779798
PENNSYLVANIA,40.67388764,-77.37825106,44820,PA,11/26/2020,4E,42,2.65,"Easing: Restaurants and Bars, Alcohol Curfew Removal",1779798
PENNSYLVANIA,40.65854963,-76.97685822,44820,PA,12/03/2020,4R,42,2.7,"Restricting: Restaurants and Bars, Alcohol Curfew",1779798
PENNSYLVANIA,40.34545787,-77.35876235,44820,PA,12/12/2020,2R,42,3.55,"Restricting: Non-Essential Businesses, Hair Salons; Personal Care; Retail (50%) Closing: Non-Essential Businesses, Gyms; Entertainment",1779798
PENNSYLVANIA,40.90997166,-77.2730494,44820,PA,12/12/2020,3R,42,3.55,"Restricting: Indoor Gathering Limit, 10 people",1779798
PENNSYLVANIA,40.47779386,-76.91977022,44820,PA,12/12/2020,4R,42,3.55,Restricting: Restaurants and Bars (Outdoor & Takeout Service Only),1779798
PENNSYLVANIA,40.57779386,-76.81977022,44820,PA,01/04/2021,2E,42,2.8,"Easing: Retail (75%); Hair, Personal Care, Gyms, Entertainment (50%)",1779798
PENNSYLVANIA,40.67779386,-76.71977022,44820,PA,01/04/2021,4E,42,2.8,"Easing: Restaurants and Bars Indoor Service (50%), Food Service Required",1779798
PENNSYLVANIA,40.48964695,-77.17044528,44820,PA,04/04/2021,2E,42,2.7,"Easing: Non-Essential Businesses, Gyms; Entertainment (75%)",1779798
PENNSYLVANIA,40.67388764,-77.37825106,44820,PA,04/04/2021,3E,42,2.7,"Easing: Indoor Gathering Limit, 25%",1779798
PENNSYLVANIA,40.65854963,-76.97685822,44820,PA,04/04/2021,4E,42,2.7,Easing: Restaurants and Bars Indoor Service (75%),1779798
PENNSYLVANIA,40.48964695,-77.17044528,44820,PA,05/31/2021,15E,42,0.5,"Easing: Mask Mandate, Vaccinated Individuals ",1779798
PENNSYLVANIA,40.67388764,-77.37825106,44820,PA,05/31/2021,2L,42,0.5,Lifting: All Non-Essential Businesses Restrictions,1779798
PENNSYLVANIA,40.65854963,-76.97685822,44820,PA,05/31/2021,3L,42,0.5,Lifting: Indoor Gathering Limit,1779798
PENNSYLVANIA,40.34545787,-77.35876235,44820,PA,05/31/2021,4L,42,0.5,Lifting: Restaurant & Bar Restrictions,1779798
PENNSYLVANIA,40.590752,-77.209755,44820,PA,06/28/2021,15L,42,0,Lifting: Mask Mandate,1779798
RHODE ISLAND,41.66553632,-71.50580931,1034,RI,03/17/2020,3SM,44,1.75,"Restricting: Indoor Gathering Limit, 25 people",1219835
RHODE ISLAND,41.64363569,-71.53441247,1034,RI,03/17/2020,4SM,44,1.75,Closing: Restaurants and Bars,1219835
RHODE ISLAND,41.72937873,-71.52139368,1034,RI,03/28/2020,1SM,44,3.95,Restricting: Stay at Home Order,1219835
RHODE ISLAND,41.68283678,-71.54137736,1034,RI,03/28/2020,2SM,44,3.95,Closing: All Non-Essential Businesses,1219835
RHODE ISLAND,41.73283678,-71.56137736,1034,RI,03/28/2020,3SM,44,3.95,"Restricting: Indoor Gathering Limit, 5 people",1219835
RHODE ISLAND,41.66553632,-71.50580931,1034,RI,05/08/2020,15M,44,3.95,"Restricting: Mask Mandate, Indoor & Outdoor Spaces",1219835
RHODE ISLAND,41.66553632,-71.50580931,1034,RI,05/08/2020,1L,44,3.95,Lifting: Stay at Home Order,1219835
RHODE ISLAND,41.69119067,-71.4764057,1034,RI,05/09/2020,2E,44,3.85,"Easing: Non-Essential Businesses, Hair and Personal Care (50%)",1219835
RHODE ISLAND,41.64363569,-71.53441247,1034,RI,06/01/2020,2E,44,3.1,"Easing: Non-Essential Businesses, Retail",1219835
RHODE ISLAND,41.67447756,-71.57083961,1034,RI,06/01/2020,4E,44,3.1,Restricting: Restaurants and Bars (No Standing) (33%),1219835
RHODE ISLAND,41.72937873,-71.52139368,1034,RI,06/30/2020,2E,44,2.65,"Easing: Non-Essential Businesses, Entertainment (50%)",1219835
RHODE ISLAND,41.64854715,-71.4677347,1034,RI,06/30/2020,3E,44,2.65,"Easing: Indoor Gathering Limit, 25 people",1219835
RHODE ISLAND,41.72882766,-71.46965617,1034,RI,06/30/2020,4E,44,2.65,Easing: Restaurants and Bars Indoor Service (66%),1219835
RHODE ISLAND,41.64363569,-71.53441247,1034,RI,07/29/2020,3R,44,2.75,"Restricting: Indoor Gathering Limit, 15 people",1219835
RHODE ISLAND,41.72937873,-71.52139368,1034,RI,08/07/2020,4R,44,2.8,"Restricting: Restaurants and Bars, Alcohol Curfew",1219835
RHODE ISLAND,41.66553632,-71.50580931,1034,RI,10/28/2020,2E,44,2.75,"Easing: Non-Essential Businesses, Hair and Personal Care (100%)",1219835
RHODE ISLAND,41.69352033,-71.53737258,1034,RI,10/28/2020,3R,44,2.75,"Restricting: Indoor Gathering Limit, 10 people",1219835
RHODE ISLAND,41.66553632,-71.50580931,1034,RI,11/08/2020,2R,44,2.8,"Restricting: Non-Essential Businesses, Gyms; Personal Care; Entertainment",1219835
RHODE ISLAND,41.69352033,-71.53737258,1034,RI,11/08/2020,4R,44,2.8,Restricting: Restaurant and Bar Service Curfew,1219835
RHODE ISLAND,41.69119067,-71.4764057,1034,RI,11/30/2020,3R,44,3.1,"Restricting: Indoor Gathering Limit, Own Household",1219835
RHODE ISLAND,41.64363569,-71.53441247,1034,RI,11/30/2020,4R,44,3.1,Restricting: Restaurant Indoor Service (33%); Closing: Bar Indoor Service,1219835
RHODE ISLAND,41.72937873,-71.52139368,1034,RI,12/21/2020,4E,44,3,Easing: Restaurant Indoor Service (50%),1219835
RHODE ISLAND,41.62937873,-71.42139368,1034,RI,02/12/2021,4E,44,2.85,Easing: Bar Indoor Service (~25%),1219835
RHODE ISLAND,41.66553632,-71.50580931,1034,RI,03/12/2021,2E,44,2.8,"Easing: Non-Essential Businesses, Retail, Hair, Personal Care, Gyms (1 person per 100 sqft); Entertainment (40%)",1219835
RHODE ISLAND,41.69352033,-71.53737258,1034,RI,03/12/2021,3E,44,2.8,"Easing: Indoor Gathering Limit, 5 people",1219835
RHODE ISLAND,41.69119067,-71.4764057,1034,RI,03/12/2021,4E,44,2.8,Easing: Restaurants and Bars Indoor Service (Seating Service Only) (66%),1219835
RHODE ISLAND,41.64363569,-71.53441247,1034,RI,03/19/2021,2E,44,2.55,"Easing: Non-Essential Businesses, Retail, Hair, Personal Care, Gyms (1 person per 50 sqft); Entertainment (50%)",1219835
RHODE ISLAND,41.72937873,-71.52139368,1034,RI,03/19/2021,3E,44,2.55,"Easing: Indoor Gathering Limit, 15 people",1219835
RHODE ISLAND,41.64854715,-71.4677347,1034,RI,03/19/2021,4E,44,2.55,Easing: Restaurants and Bars Indoor Service (Seating Service Only) (75%),1219835
RHODE ISLAND,41.66553632,-71.50580931,1034,RI,05/07/2021,2E,44,2.55,"Easing: Non-Essential Businesses, Entertainment",1219835
RHODE ISLAND,41.69352033,-71.53737258,1034,RI,05/21/2021,15L,44,0.5,"Easing: Mask Mandate, Vaccinated Individuals ",1219835
RHODE ISLAND,41.69119067,-71.4764057,1034,RI,05/21/2021,2L,44,0.5,Lifting: All Non-Essential Businesses Restrictions,1219835
RHODE ISLAND,41.64363569,-71.53441247,1034,RI,05/21/2021,3L,44,0.5,Lifting: Indoor Gathering Limit,1219835
RHODE ISLAND,41.72937873,-71.52139368,1034,RI,05/21/2021,4L,44,0.5,Lifting: Restaurant & Bar Restrictions,1219835
RHODE ISLAND,41.680893,-71.51178,1034,RI,06/02/2021,15E,44,0.4,"Easing: Mask Mandate, Outside",1219835
SOUTH CAROLINA,33.77402158,-80.91278692,30111,SC,03/17/2020,4SM,45,1,Closing: Restaurants and Bars,1779799
SOUTH CAROLINA,33.85402158,-80.91278692,30111,SC,03/21/2020,3SM,45,1.5,"Restricting: Indoor Gathering Limit, 50 people",1779799
SOUTH CAROLINA,33.9124621,-80.75411394,30111,SC,03/31/2020,2SM,45,2.5,Closing: All Non-Essential Businesses,1779799
SOUTH CAROLINA,33.65583749,-81.06714038,30111,SC,04/07/2020,1SM,45,3.5,Restricting: Stay at Home Order,1779799
SOUTH CAROLINA,33.92503385,-81.08311423,30111,SC,04/20/2020,2E,45,3.25,"Easing: Non-Essential Businesses, Retail",1779799
SOUTH CAROLINA,33.77402158,-80.91278692,30111,SC,05/04/2020,1L,45,2.2,Lifting: Stay at Home Order,1779799
SOUTH CAROLINA,34.11853932,-80.99688605,30111,SC,05/04/2020,4E,45,2.2,Easing: Restaurants (Outdoor Dining Opens),1779799
SOUTH CAROLINA,33.68234158,-80.70732195,30111,SC,05/11/2020,4E,45,1.5,Easing: Restaurants and Bars Indoor Service (50%),1779799
SOUTH CAROLINA,33.9124621,-80.75411394,30111,SC,05/18/2020,2E,45,1.1,"Easing: Non-Essential Businesses, Gyms; Hair and Personal Care (100%)",1779799
SOUTH CAROLINA,33.65583749,-81.06714038,30111,SC,05/22/2020,2E,45,0.9,"Easing: Non-Essential Businesses, Entertainment (100%)",1779799
SOUTH CAROLINA,33.77402158,-80.91278692,30111,SC,07/11/2020,4R,45,0.95,"Restricting: Restaurants and Bars, Alcohol Curfew",1779799
SOUTH CAROLINA,33.9124621,-80.75411394,30111,SC,08/03/2020,3E,45,0.6,"Easing: Indoor Gathering Limit, 250 people",1779799
SOUTH CAROLINA,33.92503385,-81.08311423,30111,SC,08/03/2020,4R,45,0.6,Resticting: Bars (Seating Service Only),1779799
SOUTH CAROLINA,33.77402158,-80.91278692,30111,SC,10/12/2020,4E,45,0.45,Easing: Restaurant Indoor Service (100%),1779799
SOUTH CAROLINA,33.77402158,-80.91278692,30111,SC,02/26/2021,3L,45,0.3,"Lifting: Indoor Gathering Limit, 250 people",1779799
SOUTH CAROLINA,33.92503385,-81.08311423,30111,SC,02/26/2021,4E,45,0.3,Easing: Restaurant and Bar Alcohol Curfew Removal,1779799
SOUTH DAKOTA,44.74481116,-99.86375418,75898,SD,04/06/2020,3SM,46,0,"Restricting: Local Indoor Gathering Limit, 10 people",1785534
SOUTH DAKOTA,44.16821345,-99.38767405,75898,SD,04/29/2020,3L,46,0,"Lifting: Local Indoor Gathering Limit, 10 People",1785534
TENNESSEE,35.65088537,-86.65464703,41220,TN,03/22/2020,3SM,47,1.9,"Restricting: Indoor Gathering Limit, 10 people",1325873
TENNESSEE,35.82757198,-86.85393252,41220,TN,03/22/2020,4SM,47,1.9,Closing: Restaurants and Bars,1325873
TENNESSEE,35.81286284,-86.46899726,41220,TN,04/01/2020,1SM,47,3.9,Restricting: Stay at Home Order,1325873
TENNESSEE,35.81286284,-86.46899726,41220,TN,04/01/2020,2SM,47,3.9,Closing: All Non-Essential Businesses,1325873
TENNESSEE,35.70733892,-87.06523807,41220,TN,04/27/2020,4E,47,3.45,Easing: Restaurant Indoor Service (50%),1325873
TENNESSEE,35.82757198,-86.85393252,41220,TN,04/29/2020,2E,47,3.3,"Easing: Non-Essential Businesses, Retail (50%)",1325873
TENNESSEE,35.65088537,-86.65464703,41220,TN,04/30/2020,1L,47,2.3,Lifting: Stay at Home Order,1325873
TENNESSEE,35.81286284,-86.46899726,41220,TN,05/01/2020,2E,47,2.2,"Easing: Non-Essential Businesses, Gyms (50%)",1325873
